,organization,city,county,state,lat_long,latitude,longitude
4096,Napoleon Homestead,Napoleon,Logan,ND,"[29.955846, -90.06518609999999]",29.955846,-90.06518609999999
4097,Mountrail County Record,New Town,Mountrail,ND,"[47.9808483, -102.4901804]",47.9808483,-102.4901804
4098,Mountrail County Promoter,Stanley,Mountrail,ND,"[37.09024, -95.712891]",37.09024,-95.712891
4099,McVille Messenger,Fordville,Nelson,ND,"[48.2174934, -97.79064509999999]",48.2174934,-97.79064509999999
4100,McLean County Independent,Garrison,McLean,ND,"[41.3804881, -73.9404737]",41.3804881,-73.9404737
4101,Mandan News,Mandan,Morton,ND,"[46.8266603, -100.8895761]",46.8266603,-100.8895761
4102,Larimore Leader-Tribune,Fargo,Grand Forks,ND,"[0.0, 0.0]",0.0,0.0
4103,Lakota American,Lakota,Nelson,ND,"[38.9507689, -92.3272282]",38.9507689,-92.3272282
4104,Kulm Messenger,Kulm,LaMoure,ND,"[46.3019144, -98.9481624]",46.3019144,-98.9481624
4105,Hillsboro Banner,Hillsboro,Traill,ND,"[45.5198403, -122.9367744]",45.5198403,-122.9367744
4106,Hebron Herald,Hebron,Morton,ND,"[31.532569, 35.09982600000001]",31.532569,35.09982600000001
4107,Hatton Free Press,Fordville,Traill,ND,"[48.2174934, -97.79064509999999]",48.2174934,-97.79064509999999
4108,Griggs County Courier,Cooperstown,Griggs,ND,"[42.7006303, -74.92432099999999]",42.7006303,-74.92432099999999
4109,Glen Ullin Times,Glen Ullin,Morton,ND,"[46.8150051, -101.829877]",46.8150051,-101.829877
4110,Fordville Tri-County Sun,Fordville,Walsh,ND,"[48.2174934, -97.79064509999999]",48.2174934,-97.79064509999999
4111,Enderlin Independent,Enderlin,Ransom,ND,"[46.623028, -97.60148620000001]",46.623028,-97.60148620000001
4112,Emmons County Record,Linton,Emmons,ND,"[39.0347666, -87.1658458]",39.0347666,-87.1658458
4113,Edmore Herald,Fordville,Walsh,ND,"[48.2174934, -97.79064509999999]",48.2174934,-97.79064509999999
4114,Edgeley Mail,Edgeley,LaMoure,ND,"[46.3591377, -98.7156564]",46.3591377,-98.7156564
4115,Dunn County Herald,Killdeer,Dunn,ND,"[47.37195819999999, -102.7540751]",47.37195819999999,-102.7540751
4116,Dickey County Leader,Ellendale,Dickey,ND,"[46.0027502, -98.5270458]",46.0027502,-98.5270458
4117,Center Republican,Beulah,Oliver,ND,"[37.4403286, -94.82829749999999]",37.4403286,-94.82829749999999
4118,Cavalier County Republican,Langdon,Cavalier,ND,"[48.7600007, -98.3681728]",48.7600007,-98.3681728
4119,Cass County Reporter,Casselton,Cass,ND,"[46.9005292, -97.2111999]",46.9005292,-97.2111999
4120,Carson Press,Elgin,Grant,ND,"[42.0354084, -88.2825668]",42.0354084,-88.2825668
4121,Burke County Tribune,Bowbells,Burke,ND,"[48.8030833, -102.2460008]",48.8030833,-102.2460008
4122,Bowman County Pioneer,Bowman,Bowman,ND,"[46.0945462, -103.556038]",46.0945462,-103.556038
4123,Billings County Pioneer,Beach,Billings,ND,"[37.09024, -95.712891]",37.09024,-95.712891
4124,Beulah Beacon,Beulah,Mercer,ND,"[37.4403286, -94.82829749999999]",37.4403286,-94.82829749999999
4125,Benson County Farmers Press,Minnewaukan,Benson,ND,"[48.071388, -99.2523572]",48.071388,-99.2523572
4126,Aneta Star,Fordville,Walsh,ND,"[48.2174934, -97.79064509999999]",48.2174934,-97.79064509999999
4127,Journal,Crosby,Divide,ND,"[36.17316170000001, -95.9453106]",36.17316170000001,-95.9453106
4128,Herald,New England,Hettinger,ND,"[43.9653889, -70.8226541]",43.9653889,-70.8226541
4129,Leader-News,Washburn,McLean,ND,"[39.03334, -95.701567]",39.03334,-95.701567
4130,Adams County Record,Hettinger,Adams,ND,"[46.0013946, -102.6368239]",46.0013946,-102.6368239
4131,Williston Daily Herald,Williston,Williams,ND,"[48.1469683, -103.6179745]",48.1469683,-103.6179745
4132,Wahpeton Daily News,Wahpeton,Richland,ND,"[46.2652367, -96.60590719999999]",46.2652367,-96.60590719999999
4133,Valley City Times-Record,Valley City,Barnes,ND,"[46.9233129, -98.0031547]",46.9233129,-98.0031547
4134,Minot Daily News,Minot,Ward,ND,"[48.2329668, -101.2922906]",48.2329668,-101.2922906
4135,Jamestown Sun,Jamestown,Stutsman,ND,"[37.2116383, -76.7752102]",37.2116383,-76.7752102
4136,Grand Forks Herald,Grand Forks,Grand Forks,ND,"[47.9252568, -97.0328547]",47.9252568,-97.0328547
4137,InForum,Fargo,Cass,ND,"[0.0, 0.0]",0.0,0.0
4138,Dickinson Press,Dickinson,Stark,ND,"[46.8791756, -102.7896242]",46.8791756,-102.7896242
4139,Devils Lake Journal,Devils Lake,Ramsey,ND,"[43.4183975, -89.7309534]",43.4183975,-89.7309534
4140,Bismarck Tribune,Bismarck,Burleigh,ND,"[46.8083268, -100.7837392]",46.8083268,-100.7837392
4141,Eagle,Verdigre,Knox,NE,"[42.5969469, -98.03368139999999]",42.5969469,-98.03368139999999
4142,Bulletin,North Platte,Lincoln,NE,"[41.1402759, -100.7601454]",41.1402759,-100.7601454
4143,Gretna Breeze,Bellevue,Sarpy,NE,"[47.6101497, -122.2015159]",47.6101497,-122.2015159
4144,Wolbach Messenger,Wolbach,Greeley,NE,"[41.3969577, -98.3942356]",41.3969577,-98.3942356
4145,Reader,Omaha,Douglas,NE,"[41.2565369, -95.9345034]",41.2565369,-95.9345034
4146,Keith County News,Ogallala,Keith,NE,"[41.12821780000001, -101.7203993]",41.12821780000001,-101.7203993
4147,Hayes Center Times-Republican,Hayes Center,Hayes,NE,"[40.5108385, -101.0196016]",40.5108385,-101.0196016
4148,Falls City Journal,Falls City,Richardson,NE,"[40.0608352, -95.60192939999999]",40.0608352,-95.60192939999999
4149,Elwood Bulletin,Elwood,Gosper,NE,"[40.27698340000001, -85.8419246]",40.27698340000001,-85.8419246
4150,Wymore Arbor State,Wymore,Gage,NE,"[40.1222236, -96.6625231]",40.1222236,-96.6625231
4151,Wisner News-Chronicle,Wisner,Cuming,NE,"[41.9872249, -96.9142055]",41.9872249,-96.9142055
4152,Wilber Republican,Wilber,Saline,NE,"[40.4813257, -96.9605686]",40.4813257,-96.9605686
4153,Western Nebraska Observer,Kimball,Kimball,NE,"[37.09024, -95.712891]",37.09024,-95.712891
4154,West Point News,West Point,Cuming,NE,"[41.3914827, -73.95597210000001]",41.3914827,-73.95597210000001
4155,Wahoo Newspaper,Wahoo,Saunders,NE,"[41.2115023, -96.6212604]",41.2115023,-96.6212604
4156,Voice News,Hickman,Lancaster,NE,"[38.9633417, -92.33141119999999]",38.9633417,-92.33141119999999
4157,Thomas County Herald,Stapleton,Thomas,NE,"[39.7602961, -104.8907721]",39.7602961,-104.8907721
4158,Wood River Sunbeam,Shelton,Hall,NE,"[47.2150945, -123.1007066]",47.2150945,-123.1007066
4159,Wayne Herald,Wayne,Wayne,NE,"[37.0360747, -95.63643499999999]",37.0360747,-95.63643499999999
4160,Wausa Gazette,Wausa,Knox,NE,"[42.4994468, -97.542007]",42.4994468,-97.542007
4161,Wauneta Breeze,Wauneta,Chase,NE,"[40.4165052, -101.3711624]",40.4165052,-101.3711624
4162,Wakefield Republican,Wakefield,Dixon,NE,"[42.5039395, -71.0723391]",42.5039395,-71.0723391
4163,Tri-City Tribune,Cozad,Dawson,NE,"[40.8563961, -99.9856776]",40.8563961,-99.9856776
4164,Tilden Citizen/Meadow Grove News,Tilden,Madison,NE,"[37.89276700000001, -122.242451]",37.89276700000001,-122.242451
4165,Tecumseh Chieftain,Tecumseh,Johnson,NE,"[35.2578498, -96.9366888]",35.2578498,-96.9366888
4166,St. Edward Advance The,Saint Edward,Boone,NE,"[41.4861412, -81.78451199999999]",41.4861412,-81.78451199999999
4167,Spencer Advocate,Spencer,Boyd,NE,"[36.1282435, -94.14995689999999]",36.1282435,-94.14995689999999
4168,Shelton Clipper,Shelton,Buffalo,NE,"[47.2150945, -123.1007066]",47.2150945,-123.1007066
4169,Schuyler Sun,Schuyler,Colfax,NE,"[41.4483432, -97.0597019]",41.4483432,-97.0597019
4170,Red Cloud Chief,Red Cloud,Webster,NE,"[40.0890046, -98.51958909999999]",40.0890046,-98.51958909999999
4171,Ravenna News,Ravenna,Buffalo,NE,"[44.4183598, 12.2035294]",44.4183598,12.2035294
4172,Plattsmouth Journal,Plattsmouth,Cass,NE,"[41.0111103, -95.88084239999999]",41.0111103,-95.88084239999999
4173,Plainview News,Plainview,Pierce,NE,"[34.1847936, -101.7068417]",34.1847936,-101.7068417
4174,Washington County Pilot-Tribune and Enterprise,Blair,Washington,NE,"[41.9063339, -87.6672107]",41.9063339,-87.6672107
4175,Phonograph-Herald,Saint Paul,Howard,NE,"[44.9537029, -93.0899578]",44.9537029,-93.0899578
4176,Pender Times,Pender,Thurston,NE,"[42.1141648, -96.7072585]",42.1141648,-96.7072585
4177,Pawnee Republican,Pawnee City,Pawnee,NE,"[40.1127779, -96.1583402]",40.1127779,-96.1583402
4178,Osmond Republican The,Osmond,Pierce,NE,"[42.3563631, -97.5968118]",42.3563631,-97.5968118
4179,Ord Quiz,Ord,Valley,NE,"[41.9741625, -87.9073214]",41.9741625,-87.9073214
4180,Orchard News,Orchard,Antelope,NE,"[36.24315199999999, -94.515174]",36.24315199999999,-94.515174
4181,Neligh News and Leader,Neligh,Antelope,NE,"[42.1286177, -98.0297887]",42.1286177,-98.0297887
4182,Minden Courier,Minden,Kearney,NE,"[32.6154278, -93.2868354]",32.6154278,-93.2868354
4183,Madison Star-Mail,Madison,Madison,NE,"[43.0730517, -89.4012302]",43.0730517,-89.4012302
4184,Henderson News,Henderson,York,NE,"[36.0395247, -114.9817213]",36.0395247,-114.9817213
4185,Gibbon Reporter,Shelton,Buffalo,NE,"[47.2150945, -123.1007066]",47.2150945,-123.1007066
4186,Genoa Leader-Times,Genoa,Nance,NE,"[44.4056499, 8.946256]",44.4056499,8.946256
4187,Elgin Review,Elgin,Antelope,NE,"[42.0354084, -88.2825668]",42.0354084,-88.2825668
4188,Douglas County Post Gazette,Elkhorn,Douglas,NE,"[42.6727927, -88.5445447]",42.6727927,-88.5445447
4189,Doniphan Herald,Doniphan,Hall,NE,"[36.6208917, -90.82345509999999]",36.6208917,-90.82345509999999
4190,Crofton Journal,Crofton,Knox,NE,"[39.0017772, -76.68746709999999]",39.0017772,-76.68746709999999
4191,Crete News,Crete,Saline,NE,"[35.240117, 24.8092691]",35.240117,24.8092691
4192,Chadron Record,Chadron,Dawes,NE,"[42.8294187, -102.9999069]",42.8294187,-102.9999069
4193,Callaway Courier,Callaway,Custer,NE,"[37.09024, -95.712891]",37.09024,-95.712891
4194,Butte Gazette,Butte,Boyd,NE,"[46.0038232, -112.5347775]",46.0038232,-112.5347775
4195,Burwell Tribune,Burwell,Garfield,NE,"[41.7816732, -99.1331539]",41.7816732,-99.1331539
4196,Blue Hill Leader The,Blue Hill,Webster,NE,"[40.7320465, -73.9996685]",40.7320465,-73.9996685
4197,Bloomfield Monitor,Bloomfield,Knox,NE,"[40.8067546, -74.1854209]",40.8067546,-74.1854209
4198,Blair Enterprise,Blair,Washington,NE,"[41.9063339, -87.6672107]",41.9063339,-87.6672107
4199,Bertrand Herald,Bertrand,Phelps,NE,"[40.5257363, -99.63387069999999]",40.5257363,-99.63387069999999
4200,Benkelman Post and News-Chronicle,Benkelman,Dundy,NE,"[40.047217, -101.5332221]",40.047217,-101.5332221
4201,Bayard Transcript,Bayard,Morrill,NE,"[37.9936443, -95.1630313]",37.9936443,-95.1630313
4202,Atkinson Graphic,Atkinson,Holt,NE,"[34.5285008, -78.17110699999999]",34.5285008,-78.17110699999999
4203,Ashland Gazette,Ashland,Saunders,NE,"[42.1945758, -122.7094767]",42.1945758,-122.7094767
4204,Arthur Enterprise,Arthur,Arthur,NE,"[43.8329197, -80.5378858]",43.8329197,-80.5378858
4205,Syracuse Journal-Democrat,Syracuse,Otoe,NE,"[43.0481221, -76.14742439999999]",43.0481221,-76.14742439999999
4206,Stapleton Enterprise,Stapleton,Logan,NE,"[39.7602961, -104.8907721]",39.7602961,-104.8907721
4207,Stanton Register,Stanton,Stanton,NE,"[33.8028875, -117.9931203]",33.8028875,-117.9931203
4208,Springview Herald,Springview,Keya Paha,NE,"[38.795097, -121.242007]",38.795097,-121.242007
4209,Spalding Enterprise,Spalding,Greeley,NE,"[47.67656299999999, -117.259629]",47.67656299999999,-117.259629
4210,Seward County Independent,Seward,Seward,NE,"[60.10416669999999, -149.4422222]",60.10416669999999,-149.4422222
4211,Sargent Leader,Burwell,Custer,NE,"[41.7816732, -99.1331539]",41.7816732,-99.1331539
4212,Rustler Sentinel,Scribner,Dodge,NE,"[41.6666663, -96.66586219999999]",41.6666663,-96.66586219999999
4213,Rock County Leader,Bassett,Rock,NE,"[36.0640668, -95.8628931]",36.0640668,-95.8628931
4214,Republican-Nonpareil,Central City,Merrick,NE,"[39.8019322, -105.5141639]",39.8019322,-105.5141639
4215,Ralston Recorder,Bellevue,Douglas,NE,"[47.6101497, -122.2015159]",47.6101497,-122.2015159
4216,Polk County News,Stromsburg,Polk,NE,"[41.1153115, -97.5916443]",41.1153115,-97.5916443
4217,Pierce County Leader,Pierce,Pierce,NE,"[34.1844597, -118.5791524]",34.1844597,-118.5791524
4218,Petersburg Press,Albion,Boone,NE,"[40.7433388, -73.9775703]",40.7433388,-73.9775703
4219,Palmer Journal,Palmer,Merrick,NE,"[61.5997222, -149.1127777]",61.5997222,-149.1127777
4220,Oxford Standard,Oxford,Furnas,NE,"[51.7520209, -1.2577263]",51.7520209,-1.2577263
4221,Oakland Independent,Oakland,Burt,NE,"[37.8043514, -122.2711639]",37.8043514,-122.2711639
4222,North Bend Eagle,North Bend,Dodge,NE,"[47.4956579, -121.7867775]",47.4956579,-121.7867775
4223,Niobrara Tribune,Niobrara,Knox,NE,"[42.7547231, -98.02868230000001]",42.7547231,-98.02868230000001
4224,Newman Grove Reporter,Newman Grove,Madison,NE,"[41.7500096, -97.77533269999999]",41.7500096,-97.77533269999999
4225,Nemaha County Herald,Auburn,Nemaha,NE,"[32.6098566, -85.48078249999999]",32.6098566,-85.48078249999999
4226,Nuckolls County Locomotive-Gazette,Nelson,Nuckolls,NE,"[39.04496779999999, -94.5809233]",39.04496779999999,-94.5809233
4227,Nebraska Signal,Geneva,Fillmore,NE,"[46.2043907, 6.1431577]",46.2043907,6.1431577
4228,Nebraska Journal-Leader,Ponca,Dixon,NE,"[36.02424329999999, -93.36462639999999]",36.02424329999999,-93.36462639999999
4229,Nance County Journal,Fullerton,Nance,NE,"[33.8703645, -117.9242123]",33.8703645,-117.9242123
4230,Valentine Midland News,Valentine,Cherry,NE,"[36.1615, -86.776792]",36.1615,-86.776792
4231,Lyons Mirror-Sun,Oakland,Burt,NE,"[37.8043514, -122.2711639]",37.8043514,-122.2711639
4232,Lexington Clipper-Herald,Lexington,Dawson,NE,"[38.0405837, -84.5037164]",38.0405837,-84.5037164
4233,Leigh World,Leigh,Colfax,NE,"[37.242019, -121.921508]",37.242019,-121.921508
4234,Imperial Republican,Imperial,Chase,NE,"[45.5210318, -122.6785444]",45.5210318,-122.6785444
4235,Humboldt Standard,Humboldt,Richardson,NE,"[40.7450055, -123.8695086]",40.7450055,-123.8695086
4236,Howells Journal,Howells,Colfax,NE,"[41.7250059, -97.0028133]",41.7250059,-97.0028133
4237,Hooker County Tribune,Mullen,Hooker,NE,"[42.0422345, -101.0425144]",42.0422345,-101.0425144
4238,Holt County Independent,O' Neill,Holt,NE,"[32.9663478, -97.0422662]",32.9663478,-97.0422662
4239,Hitchcock County News,Trenton,Hitchcock,NE,"[40.2205824, -74.759717]",40.2205824,-74.759717
4240,Hi-Line Enterprise,Curtis,Frontier,NE,"[37.09024, -95.712891]",37.09024,-95.712891
4241,Hebron Journal-Register,Hebron,Thayer,NE,"[31.532569, 35.09982600000001]",31.532569,35.09982600000001
4242,Harlan County Journal,Alma,Harlan,NE,"[44.9839512, -93.2480234]",44.9839512,-93.2480234
4243,Gretna Guide and News The,Gretna,Sarpy,NE,"[41.14045489999999, -96.24368419999999]",41.14045489999999,-96.24368419999999
4244,Gothenburg Times,Gothenburg,Dawson,NE,"[57.70887, 11.97456]",57.70887,11.97456
4245,Sheridan County Journal Star,Gordon,Sheridan,NE,"[37.09024, -95.712891]",37.09024,-95.712891
4246,Gering Courier,Scottsbluff,Scotts Bluff,NE,"[41.8666341, -103.6671662]",41.8666341,-103.6671662
4247,Garden County News,Oshkosh,Garden,NE,"[37.09024, -95.712891]",37.09024,-95.712891
4248,Franklin County Chronicle,Franklin,Franklin,NE,"[37.0661191, -94.5085198]",37.0661191,-94.5085198
4249,Fairbury Journal-News,Fairbury,Jefferson,NE,"[40.1466169, -97.1798456]",40.1466169,-97.1798456
4250,Dodge Criterion,Dodge,Dodge,NE,"[37.09024, -95.712891]",37.09024,-95.712891
4251,Deshler Rustler,Deshler,Thayer,NE,"[41.2075509, -83.8991072]",41.2075509,-83.8991072
4252,Custer County Chief,Broken Bow,Custer,NE,"[34.0292764, -94.7391045]",34.0292764,-94.7391045
4253,Creighton News,Creighton,Knox,NE,"[41.2654838, -95.9472079]",41.2654838,-95.9472079
4254,Crawford Clipper/Harrison Sun,Crawford,Dawes,NE,"[37.45579900000001, -94.81059549999999]",37.45579900000001,-94.81059549999999
4255,Colfax County Press,Clarkson,Colfax,NE,"[44.66376109999999, -74.998544]",44.66376109999999,-74.998544
4256,Coleridge Blade,Coleridge,Cedar,NE,"[42.5061111, -97.20366349999999]",42.5061111,-97.20366349999999
4257,Clearwater Record-Ewing News,Neligh,Antelope,NE,"[42.1286177, -98.0297887]",42.1286177,-98.0297887
4258,Clay County News,Sutton,Clay,NE,"[42.1500353, -71.7632878]",42.1500353,-71.7632878
4259,Chappell Register,Chappell,Deuel,NE,"[41.9756993, -87.6834897]",41.9756993,-87.6834897
4260,Cedar Rapids Press,Cedar Rapids,Boone,NE,"[41.9778795, -91.6656232]",41.9778795,-91.6656232
4261,Cedar County News,Hartington,Cedar,NE,"[42.6224992, -97.2644985]",42.6224992,-97.2644985
4262,Cambridge Clarion,Cambridge,Furnas,NE,"[52.205337, 0.121817]",52.205337,0.121817
4263,Burt County Plaindealer,Tekamah,Burt,NE,"[41.7783218, -96.22112840000001]",41.7783218,-96.22112840000001
4264,Bridgeport News-Blade,Bridgeport,Morrill,NE,"[41.1792258, -73.1894384]",41.1792258,-73.1894384
4265,Bellevue Leader,Bellevue,Sarpy,NE,"[47.6101497, -122.2015159]",47.6101497,-122.2015159
4266,Beacon-Observer,Elm Creek,Buffalo,NE,"[45.1527389, -93.44330479999999]",45.1527389,-93.44330479999999
4267,Aurora News-Register,Aurora,Hamilton,NE,"[36.970891, -93.717979]",36.970891,-93.717979
4268,Arnold Sentinel,Arnold,Custer,NE,"[38.4328317, -90.3776187]",38.4328317,-90.3776187
4269,Arlington Citizen,Blair,Washington,NE,"[41.9063339, -87.6672107]",41.9063339,-87.6672107
4270,Arapahoe Public Mirror,Arapahoe,Furnas,NE,"[39.62031, -104.332644]",39.62031,-104.332644
4271,Albion News,Albion,Boone,NE,"[40.7433388, -73.9775703]",40.7433388,-73.9775703
4272,Ainsworth Star-Journal,Ainsworth,Brown,NE,"[37.4562886, -94.722302]",37.4562886,-94.722302
4273,Randolph Times The,Randolph,Cedar,NE,"[42.1619739, -71.042551]",42.1619739,-71.042551
4274,Star The,South Sioux City,Dakota,NE,"[42.4648558, -96.4130601]",42.4648558,-96.4130601
4275,Waverly News The,Waverly,Lancaster,NE,"[38.3958672, -95.600754]",38.3958672,-95.600754
